cell_id	global_mCH	global_mCG	#non_clonal_reads	coverage	global_mCCC	#contact	clusters	subclusters
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E4_AD007	0.059054634485147486	0.7906232668995873	2216403	30476189	0.015185734610195041	52627	L5	L5-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E4_AD008	0.05582957536200745	0.7637231060202003	2216500	30563026	0.015540680279921563	52160	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E4_AD010	0.010896507578466462	0.7531476466174294	2325341	32008538	0.007686947129100119	40799	ODC	ODC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E4_AD012	0.04503298972707488	0.8056698012258201	2241726	30659543	0.013470306711050326	53064	Ndnf	Ndnf-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E5_AD004	0.018123447104022694	0.779287300551685	2928805	39672302	0.008873912278183058	70164	Astro	Astro-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E5_AD006	0.05422896884946337	0.7788057486663924	2759534	37578302	0.015409458706134332	63921	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E5_AD007	0.0073209598504892694	0.708393199961319	2651176	35605168	0.00704649850282973	47091	MP	MP-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E5_AD008	0.05985479866199886	0.7833646529453407	2168824	29957350	0.01602238774954167	49639	L5	L5-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E5_AD010	0.06423315655242166	0.8251728888686696	2445178	33422990	0.0161212767447177	57828	Pvalb	Pvalb-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E5_AD012	0.04794616490015994	0.779520141052039	2427270	33720798	0.013137868271275605	51120	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E6_AD002	0.04472171925962968	0.794808088498746	2392829	33247853	0.012324488187419075	49561	L6	L6-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E6_AD004	0.043418171542026	0.7811555630215633	3110684	42865284	0.012568332452706782	65057	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E6_AD006	0.054288517373107525	0.7834870927123472	3129156	42828935	0.015634334145280867	79790	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E6_AD007	0.00911766597648478	0.7710117126389091	2807491	41429335	0.007914384347399541	25276	OPC	OPC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E6_AD010	0.019785331667544905	0.7738580434859533	2623160	35361159	0.008610869088473598	65951	Astro	Astro-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E7_AD001	0.05318767767801801	0.7788591268470808	1717501	23993343	0.01493188877693882	35103	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E7_AD002	0.0187145297887026	0.7689695809225735	2249077	30512735	0.00936316428317195	59541	Astro	Astro-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E7_AD004	0.05754640803707002	0.793056697278279	1952790	27364380	0.01604905212270754	43981	L5	L5-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E7_AD007	0.038019674872621576	0.8076815721503617	2124152	29014344	0.011401132501963855	51121	Pvalb	Pvalb-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E7_AD008	0.07100136229803565	0.8200082531384212	1818624	25545372	0.017990840103687563	33272	Sst	Sst-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E7_AD010	0.06451449650170642	0.7979356212872842	1661554	22882255	0.016503202968081738	37882	L5	L5-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E8_AD002	0.051374536511453024	0.7816524597809529	1066058	14902302	0.014222478075313247	27216	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E8_AD004	0.039340955537658685	0.764909764438585	1429569	20281046	0.012225823598630572	30767	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E8_AD006	0.010396859001851647	0.7410456647765662	1493476	20752089	0.008408747704976806	36997	Endo	Endo-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E8_AD007	0.06553247024811037	0.7616749057178284	1341755	19079887	0.017640856464241714	31349	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E8_AD008	0.010751804414078008	0.7601914746234091	1280278	18214750	0.008275117333176787	21908	ODC	ODC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E8_AD010	0.05807433292740425	0.7887680889567033	1324320	18805689	0.015469575797757127	30068	L5	L5-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E9_AD001	0.008987036160044901	0.7137143342452946	1851928	26042572	0.008626816422361825	44161	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E9_AD002	0.042243662103172666	0.8138813832844046	2300724	31798282	0.01267122633611062	60395	Ndnf	Ndnf-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E9_AD004	0.093110818519751	0.8224822117087414	2376140	33103567	0.023435113355862	57025	Pvalb	Pvalb-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E9_AD006	0.05742565281591367	0.7801085026828132	2329719	32895473	0.015372449963016656	50314	L5	L5-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E9_AD007	0.009647062512320163	0.694188561763378	2395331	33790710	0.00883142686130416	38904	MP	MP-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E9_AD008	0.04516350033993045	0.8014219232915902	2100132	29129401	0.014456742823135187	52407	Vip	Vip-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E9_AD010	0.04401266044948731	0.8093160303053034	2279369	31791582	0.013047267061373156	46989	Ndnf	Ndnf-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_E9_AD012	0.011107325707750124	0.7826337332359304	2435918	32993895	0.008935757652681649	71575	OPC	OPC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F10_AD001	0.06112256212377166	0.8176839898228421	1098130	16172368	0.016818148282173886	22201	Vip	Vip-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F10_AD002	0.047851967174965	0.7762149305583222	1356897	19438528	0.013660132515468682	39386	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F10_AD004	0.04120907044565959	0.7500621137996307	1493609	21744440	0.012312491703172708	31498	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F10_AD006	0.009450488892278147	0.7763658193259916	1688466	23653950	0.008534527144259767	48357	OPC	OPC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F10_AD007	0.04193554819350616	0.7616027841524896	1612205	23044609	0.013279815029592279	41573	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F10_AD008	0.050546042865693565	0.7958303372202495	1426125	20689243	0.019238098004674135	30096	Vip	Vip-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F10_AD012	0.045637020448715454	0.7692458798097859	1582958	22441060	0.014579248072856155	44229	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F11_AD001	0.044246641738048244	0.779776794181933	1046901	15110215	0.013982231286782967	23198	L6	L6-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F11_AD002	0.06274840519832182	0.8158391215643124	1160295	16814216	0.016601748687621588	22676	Pvalb	Pvalb-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F11_AD004	0.07091231395812393	0.7702942639110351	1442833	20890471	0.02072861357750904	29341	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F11_AD006	0.05700485125862016	0.770699651904043	1587473	22582138	0.02354579051607098	40607	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F11_AD007	0.008672494486894765	0.7294298572271718	1579135	22150023	0.008080788458051649	37985	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F11_AD008	0.024825233583351425	0.7939268131587565	1501409	20913675	0.010924480870741177	40487	Sst	Sst-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F11_AD010	0.010351197253304837	0.7588311786577137	1562317	22257496	0.00811162958043093	30255	ODC	ODC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F11_AD012	0.05624541574752118	0.7622364011151975	1447496	20908922	0.016182004075756207	26608	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F12_AD001	0.008422830231946154	0.7319413361957351	1891789	26352620	0.00826038039054326	43377	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F12_AD002	0.008038545939425431	0.7393534727931663	2172974	30782319	0.007639696590069904	44846	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F12_AD004	0.008487229545631867	0.7520668452708535	2513338	34715734	0.008154181942681065	58227	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F12_AD007	0.0085667858911643	0.7787449435224018	2419908	33737246	0.007320192925643762	47403	OPC	OPC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F12_AD008	0.012184072596099469	0.7637565177411869	2224339	30662217	0.009409136939502233	57050	ODC	ODC-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F12_AD010	0.010304630667067627	0.7645668057217514	2451822	33510837	0.007790433033264921	59555	ODC	ODC-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F12_AD012	0.008147033878054334	0.7965469585547691	2409327	33019593	0.007860572724744115	51335	MP	MP-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F1_AD001	0.07100002590822205	0.8146052663169394	1727570	24330936	0.018735466638881374	37955	Ndnf	Ndnf-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F1_AD002	0.05263011247028699	0.7834325777143332	1713659	24420400	0.01461822415520845	37631	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F1_AD004	0.010700712391965246	0.7511925040674412	1841520	25167979	0.008492839871694548	40142	Endo	Endo-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F1_AD006	0.048249783228117966	0.7845083331034077	2273526	31397005	0.014261391938560094	52363	L5	L5-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F1_AD007	0.04634658348719045	0.7744779459311707	1953223	27146147	0.01377225497057727	44623	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F1_AD010	0.010091241651655111	0.7416124305074498	1978312	27866672	0.007474359462214629	27610	Endo	Endo-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F1_AD012	0.04963475974832615	0.7556475703603981	1845371	25641696	0.014887576577797795	40099	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F2_AD001	0.01837524607343517	0.7683091641801812	2072600	29004575	0.010747981644726838	51347	Astro	Astro-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F2_AD004	0.008552719501002311	0.7832904940188401	2679967	36219290	0.00811439710378442	74722	MP	MP-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F2_AD006	0.0442344825858516	0.7692593044678993	2839691	39952472	0.015911927306361668	62909	L2/3	L2/3-4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F2_AD007	0.00795166683399801	0.7154764229792718	2720568	36981441	0.007552952622319587	67216	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F2_AD008	0.04363895671748928	0.7506936962457972	2329632	32183184	0.013284634230140382	56235	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F2_AD010	0.008072695924109361	0.7427260661602725	2491125	34796829	0.007416726026691943	46380	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F2_AD012	0.039224181744588214	0.7666130014616322	2374121	32587797	0.01189189095571142	63420	L2/3	L2/3-4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F3_AD001	0.011614665747770437	0.7496684079407906	1448062	20106648	0.008535993113865714	29996	ODC	ODC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F3_AD002	0.008873296678759147	0.7849529264486478	1965763	27268158	0.008090923178145108	30531	MP	MP-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F3_AD004	0.05519291952751099	0.7678404650966922	2330927	32352328	0.014697273979881305	43123	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F3_AD006	0.01943045967354039	0.7771985468502574	2104096	28266272	0.009694269607362166	50573	Astro	Astro-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F3_AD007	0.06583087892776437	0.8227777080499462	1989305	27274775	0.01723850229733424	40473	Vip	Vip-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F3_AD008	0.060596519858550454	0.7823478841165582	1834986	25027985	0.02201213574874709	41860	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F3_AD010	0.0362420736580215	0.7956085294216885	2035650	28199144	0.011208503498929965	36109	Vip	Vip-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F3_AD012	0.046247190887547196	0.7520148209261863	1967740	27529646	0.013325896031993894	33743	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F4_AD001	0.059317351426234455	0.8101799529915098	1806010	25048187	0.01595905508872879	42670	Pvalb	Pvalb-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F4_AD004	0.03988821575497216	0.7776556846748338	2255855	31548480	0.012379803236552174	51706	L2/3	L2/3-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F4_AD008	0.009475163165105572	0.6890039025682567	2150617	29433417	0.008887578944211664	49396	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F4_AD010	0.0576443169468506	0.7789939417891666	1842881	24983934	0.014646564579190382	45670	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F4_AD012	0.019044871122460928	0.7779569689844539	2272781	31201941	0.00924178579156408	53228	Astro	Astro-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F5_AD001	0.03598211749135423	0.7693146729412307	1803607	25159186	0.01199785119527263	33220	L2/3	L2/3-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F5_AD002	0.05892598860255335	0.7937399415161619	2054755	28143726	0.01609720461167698	50911	L5	L5-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F5_AD004	0.05816391114480807	0.7597154875907811	2198614	30171004	0.015927446770524694	50377	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F5_AD006	0.008436112188324497	0.7227675983684997	2276749	30613035	0.007890869085310288	52196	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F5_AD007	0.05271481394104853	0.7819231543933692	2127527	29353970	0.014347315110753683	50458	L5	L5-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F5_AD008	0.10294279288556672	0.8251037328405454	1839901	25990508	0.026808991092213456	29666	Vip	Vip-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F5_AD010	0.008165323225472596	0.7514473846365869	2226263	28564277	0.007681749388306953	51635	MP	MP-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F5_AD012	0.051533280265205865	0.7849366149789174	1936064	26959634	0.01384050953882757	35803	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F6_AD001	0.05370667686771852	0.7701232703375648	1965983	26883225	0.015371221752881406	46803	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F6_AD002	0.06186199230447679	0.7793035694394481	2199465	30708966	0.016651724327719837	44742	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F6_AD004	0.011069488594772133	0.7399074562196918	2858840	39443817	0.00986835125757295	53526	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F6_AD006	0.05969293748435771	0.779190737605548	2988381	41054514	0.017868717387183267	72488	L5	L5-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F6_AD008	0.013962230979298827	0.7678924196544641	2427127	33389070	0.010558993120599644	49023	ODC	ODC-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F6_AD010	0.05997892065032827	0.8135371605933964	2361608	32089769	0.01771523538013599	50880	Vip	Vip-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F6_AD012	0.01664240242304322	0.7753266581426178	1868391	25820735	0.009175519504654651	30573	ODC	ODC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F7_AD001	0.060017886542480366	0.7583044785724853	1889383	27095331	0.0169065800593081	33435	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F7_AD002	0.04008893079158036	0.7510684488750864	2232409	31056382	0.01324525921786304	57434	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F7_AD004	0.04900871771388842	0.7957772043702728	2724877	37065364	0.015069881817960751	73929	L6	L6-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F7_AD006	0.07075130699774705	0.800748583864545	2698306	37229491	0.023130784859658363	67688	L5	L5-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F7_AD008	0.05476491917401775	0.7825210307513407	2130783	29397592	0.015586490695974241	54380	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F7_AD012	0.054668694858073096	0.8175663348855903	2544837	34912884	0.01489697532291739	62103	Pvalb	Pvalb-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F8_AD001	0.043359335175563486	0.8074617293796945	1785792	25085856	0.013450630693608115	35675	Ndnf	Ndnf-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F8_AD004	0.04064279896776708	0.8170078080454286	2404604	32951752	0.014502433178852605	63954	Ndnf	Ndnf-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F8_AD006	0.051336621872064156	0.7825404791265949	2206871	30368470	0.01517055675920331	54611	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F8_AD007	0.00833047016569075	0.7279241644703521	2466044	33732804	0.007919740218919715	58592	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F8_AD008	0.057746282390827054	0.8180123351607136	1914487	26922452	0.016005096170587388	37189	Pvalb	Pvalb-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F8_AD010	0.013530828828976764	0.7756655114745903	3053368	41823354	0.008369825609631171	70904	ODC	ODC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F8_AD012	0.04899999756617467	0.7934483604448725	2312212	31813519	0.014273627293576957	61556	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F9_AD001	0.06109145484667576	0.7763097553039677	1563424	22171602	0.016832823276585956	38004	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F9_AD002	0.051998242849379685	0.8168564016673173	1714640	24355557	0.01391947153192828	34722	Sst	Sst-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F9_AD004	0.04023280118227802	0.7737844738829917	2090380	29665524	0.012188975440604126	44304	L2/3	L2/3-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F9_AD006	0.10495871868938049	0.8099099002495771	2051668	28916765	0.027781320788110513	49498	L5	L5-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F9_AD007	0.04132231695477748	0.7517161373830807	2134455	29779333	0.012300582229468593	53957	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F9_AD008	0.012176717711501424	0.7629188451491707	2014192	28406200	0.009460094734837665	44429	ODC	ODC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F9_AD010	0.044058550109150815	0.7682357689083891	2146632	29823837	0.013014998075939454	57839	L2/3	L2/3-4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_F9_AD012	0.048858726000479163	0.7828868415026194	2097366	28851008	0.014459978855832365	60195	L2/3	L2/3-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G10_AD001	0.05830754973599604	0.7752245097327537	1070140	15365755	0.016166110016580155	28424	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G10_AD002	0.041755362830288106	0.7675667991928263	1854344	26125759	0.012207787246466978	49991	L2/3	L2/3-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G10_AD006	0.04168285414502219	0.8110584446371499	2241133	31674089	0.012998750404795287	49573	Ndnf	Ndnf-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G10_AD007	0.05112728368584772	0.7835914245834988	2048112	29257495	0.013377549025234657	40364	L5	L5-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G10_AD008	0.06143026972471535	0.7649969057307926	1602959	22319382	0.016800622112951268	38168	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G10_AD010	0.047967938912018934	0.7570159084221739	2128190	29919504	0.013687932212327864	54041	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G10_AD012	0.04704780490811866	0.7599913659355775	2128265	30351812	0.013017236629880751	41390	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD001	0.10734130651454266	0.8277423378886333	1194319	17211442	0.02871994076399344	27051	Sst	Sst-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD002	0.008858162637011033	0.722273902990615	1697568	23754103	0.008700160773636008	42772	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD004	0.019100337465917824	0.7752546298801806	1809242	25285278	0.010143851034514042	47346	Endo	Endo-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD006	0.053894938628903225	0.7790597114240445	1907794	26872730	0.01592009006033979	55244	L2/3	L2/3-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD007	0.07272705405168081	0.8228672375563526	1753548	24650734	0.01966328339907501	44848	Sst	Sst-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD008	0.027157126201602856	0.7621111999162694	2310537	32147306	0.012344252550631513	58684	ODC	ODC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD010	0.038131590072851065	0.782843830145461	1778517	24725802	0.012734094184969595	49232	L2/3	L2/3-3
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD012	0.059629830798409514	0.8156720270100053	1682227	23511057	0.01717195356675104	42554	Vip	Vip-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G12_AD001	0.00741999719881484	0.7201447991489226	2665284	37369333	0.0071470616964540165	43366	MG	MG-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G12_AD004	0.010645696267694961	0.7592735630375982	3459579	47596355	0.007918000748715286	64436	ODC	ODC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G12_AD006	0.017428672779766466	0.7834248582694242	3152511	43361410	0.008237501779617903	63087	Astro	Astro-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G12_AD008	0.0199774893495628	0.78044030054859	3096651	42765853	0.009005519105924838	53259	Astro	Astro-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G12_AD010	0.007819564242994246	0.7911810418247675	2923114	40435044	0.007020010077870015	62411	MP	MP-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G12_AD012	0.0102958972476778	0.7623615090333663	3719396	49834961	0.007856568529561656	91657	ODC	ODC-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD001	0.03262508776388711	0.7585932891520748	1836695	25373511	0.012423058606543863	46411	L2/3	L2/3-4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD002	0.009754894850735694	0.7695978343715958	2297937	31392632	0.008582659609832989	55129	OPC	OPC-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD004	0.09070544994815274	0.7961393913358596	2250664	31418160	0.0246381607407414	46846	L6	L6-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD006	0.048082979624929106	0.7819620058947595	1844208	25210613	0.014605771699155258	44019	L6	L6-2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD007	0.05352372103117735	0.7903335710231137	2306008	31787164	0.01560056481870445	53958	L4	L4-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD008	0.04367892828138019	0.7614815338262786	2113783	28980920	0.014311515522614055	47381	L2/3	L2/3-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD010	0.05498761006775747	0.8128376902739874	2290366	31859410	0.01555363730484409	41351	Ndnf	Ndnf-1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD012	0.011770582025245864	0.7458016546399582	3001316	40326193	0.009291029227930235	67836	Endo	Endo-2
