cell_id	global_mCH	global_mCG	#non_clonal_reads	coverage	global_mCCC	#contact	clusters	subclusters
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D3_AD001	0.03231230472802897	0.7397638856725299	3739320	52810659	0.007759502675907282	275431	L2/3	L2/3-4
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D3_AD002	0.05929805697736988	0.808235639943601	3853887	55023409	0.011741057635614114	253389	Pvalb	Pvalb-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D3_AD004	0.0638619041000486	0.8148161057762131	4285269	60256133	0.013166029669913296	291447	Vip	Vip-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D4_AD001	0.03267488338623472	0.752984987051818	3284397	48110401	0.008203149616354441	221223	L2/3	L2/3-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D4_AD002	0.007555800902127863	0.745269397545899	3969987	56428366	0.004330623172580685	272001	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D4_AD004	0.025793030572307377	0.7506306399863789	4326454	61613597	0.006762077188665584	324826	L2/3	L2/3-4
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D4_AD010	0.010203858575195181	0.7441854469998294	4091116	57325483	0.007239080178927188	283260	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D5_AD004	0.007793716685688905	0.756859145171801	3454771	51217633	0.004683710851521246	209345	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D5_AD008	0.005651560259015698	0.754063499881453	2752768	40266511	0.0045382969972300345	182428	OPC	OPC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D5_AD010	0.008840687586923973	0.7435135467960853	3255768	47571231	0.005576535671296864	210064	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D5_AD012	0.004166492001869373	0.7560033214013044	2735550	39669223	0.0036585200363680776	179005	OPC	OPC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D6_AD001	0.051423156263013525	0.7583022729294987	3001435	42781272	0.011144653848473594	247206	L5	L5-3
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D6_AD002	0.005482461484874528	0.7660507252581645	3887855	54861147	0.004037440698541642	297323	OPC	OPC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D6_AD006	0.0057847973356622605	0.7479119803428188	4458030	64366902	0.004219663721187448	298872	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D6_AD007	0.0036734495098639437	0.7466888117247248	3083669	44083965	0.003198557472798492	134856	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D6_AD010	0.008153011210035251	0.7491099444904975	3443090	48749483	0.004444120444233968	243946	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D6_AD012	0.010575092486332224	0.7439150325157663	3895891	55550469	0.007637993506763584	287991	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D7_AD001	0.00608780496596276	0.7416779844744129	3410067	49197449	0.00438295690439437	231478	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D7_AD002	0.006337266098003299	0.7448502566951044	3876316	55036597	0.004022044145654528	289462	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D7_AD004	0.004143775187393381	0.7269970575451956	3855544	54624246	0.0036034699229544405	227182	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D7_AD006	0.00929962205779852	0.7471199614415082	4264946	62281122	0.006062563851150607	260391	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D7_AD008	0.007368670311575031	0.747450603786372	3305881	48220651	0.004761451080578445	195328	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D7_AD012	0.03759816486221328	0.7603121220533378	3869793	55759021	0.027858823735845525	251682	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D8_AD004	0.007859659446892788	0.7628291033895713	5341532	76376773	0.004714191658725611	358256	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D8_AD007	0.011177428299209851	0.7541803755711644	4512025	64049956	0.00642296091563953	293962	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D9_AD002	0.006348194792310622	0.7461463664953355	5427660	76361646	0.0042905682544529524	342676	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D9_AD004	0.006868703801603269	0.7487005945395078	5728803	80024264	0.004542009118750664	364399	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D9_AD006	0.007861192363263677	0.7636470546955464	5913221	80681934	0.0062798424718591575	404970	OPC	OPC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D9_AD010	0.04252869091046004	0.7943873706981338	5227387	71308019	0.00973654343768519	370270	Pvalb	Pvalb-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E10_AD008	0.004124831468637539	0.7348668136307591	3522816	49886389	0.003710303739560615	151969	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E10_AD010	0.03109133964831627	0.7417797198424911	4238806	57944001	0.007243959263479944	330453	L2/3	L2/3-4
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E10_AD012	0.007042538180283271	0.7471270628560739	4696843	67264903	0.004395686440112204	280465	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E11_AD001	0.00670239813151304	0.7289085671178724	4184493	59090839	0.004826974510245182	284710	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E11_AD004	0.01703335924702976	0.7739278760913151	5618279	79066687	0.005574657210911881	361426	Astro	Astro-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E11_AD006	0.005556165097592931	0.7161740037473993	5914414	82480864	0.005025744485283827	341475	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E11_AD010	0.006407533378034654	0.746931344958104	5681799	79502203	0.004365962244638877	324649	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E11_AD012	0.007674735169846171	0.745845334756609	5686129	78062248	0.005183237871394804	403026	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E12_AD001	0.004139461698771625	0.7547748707428161	2642220	38300359	0.0038376914110821187	102563	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E12_AD002	0.0070527702625607725	0.7454665302435406	3409897	50293511	0.004359344556426179	217756	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E12_AD004	0.004891469294169349	0.7668413846668131	3595619	52563392	0.004300287035376559	185069	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E12_AD006	0.00450175585830287	0.694327866607567	3624136	52855213	0.004111863686393081	208715	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E12_AD007	0.011287864988872943	0.7464800188545715	3873595	56119079	0.0070421041467812065	251447	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E12_AD008	0.01273869120028923	0.758626432174803	3336721	48766474	0.00914909380443554	184820	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E12_AD010	0.006004542563479255	0.7497351685619635	3875809	54096237	0.0051530626546744725	260687	OPC	OPC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E12_AD012	0.010189616255770483	0.7162064564927286	3268455	46502433	0.008165229442562365	209689	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E1_AD002	0.007153745291546885	0.7437365803362589	3336896	47919246	0.004319367189973157	251757	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E1_AD004	0.022332498496096767	0.7685966576768359	3542163	51369123	0.006406411553433544	226479	Astro	Astro-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E1_AD007	0.007693072671718904	0.7533401150964452	3166992	45794953	0.006442188558062789	161435	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E1_AD008	0.01107287318119235	0.7515588515866192	3006238	43080411	0.007922943338818303	198408	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E1_AD010	0.006051538242890642	0.7297846707604234	3506514	50824522	0.004441573595157614	200696	Endo	Endo-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E2_AD001	0.00918377401457399	0.753126266481937	2720762	39409430	0.005011959461012775	205730	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E2_AD008	0.005294241561078228	0.8142570745855938	2282169	32337935	0.0046745183421759385	115332	MP	MP-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E2_AD010	0.0063129704224392305	0.7500812861982455	3210120	45804232	0.004181611433582805	225607	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E2_AD012	0.007926392178447251	0.7432390190695826	3116500	45558696	0.005121688485877775	202140	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E3_AD001	0.012596374278917381	0.758096316375402	5046039	69106878	0.005612378495728711	352885	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E3_AD004	0.006270537144617763	0.7465493465718773	5565728	76052495	0.004286820574794071	383475	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E3_AD007	0.007856343571511522	0.7521471859788635	5270698	72185661	0.004941885162559848	345746	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E3_AD008	0.007401768591973679	0.7321756238216125	5069071	69299754	0.005215365932263643	340218	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E3_AD012	0.0201206063769236	0.770866120541476	5530394	77949390	0.0062710949940644346	323367	Astro	Astro-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E4_AD002	0.007247346335915799	0.7438584175806101	3460015	51161467	0.004212962568485272	217008	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E4_AD006	0.007609973101044053	0.7481508717216968	4136371	59654808	0.004225320562053353	269596	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E4_AD008	0.005396664360682365	0.7489285929541439	3699889	52890197	0.0048564135678509125	256413	OPC	OPC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E5_AD001	0.06675883963457606	0.8102171532931339	2930896	43394888	0.014149789367067804	179358	Sst	Sst-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E5_AD006	0.007054143803350291	0.7454083927176659	4005680	58503937	0.004965605096709728	228162	Endo	Endo-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E5_AD007	0.006418219635172951	0.7336921233799523	3716193	53117410	0.00401060306522665	250575	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E6_AD001	0.04819432710574574	0.7513401449173127	2048117	29993362	0.02119333564894153	167688	L2/3	L2/3-4
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E6_AD002	0.03920077569207639	0.8031308928040289	2217509	32891745	0.008837440982259555	170815	Ndnf	Ndnf-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E6_AD004	0.06382080706628278	0.7850427892234548	2387595	35885706	0.013316775748173375	169319	L5	L5-3
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E6_AD006	0.0201976529771496	0.7780613944665024	2622481	39118605	0.007670756476225507	172299	Astro	Astro-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E6_AD007	0.04666368507253554	0.8107076383270383	2400919	36010697	0.009998686213745295	162447	Sst	Sst-3
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E7_AD002	0.007844626085558335	0.7576985921994	4154404	60112338	0.0048507406007546735	276959	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E7_AD006	0.011398372657210543	0.7513601999930205	4496151	64459115	0.006984338364984806	291724	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E7_AD010	0.013948550490136075	0.7415209061493662	4003011	57857828	0.010047277490985499	236886	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E7_AD012	0.04548470365752878	0.7731701066506209	3906521	55970340	0.009645435356277224	274054	L4	L4-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E8_AD001	0.006420698867720672	0.7487752402920975	4039434	57546295	0.004598161705832726	276955	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E8_AD002	0.005516655692854513	0.7453412938409449	4740667	66739225	0.00401958612747882	360120	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E8_AD004	0.006930158614178369	0.7560641020198243	5140460	72766422	0.004154578924408808	361725	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E8_AD007	0.0384058841115266	0.7988475168405096	4802447	67747483	0.008646937929690856	333814	Ndnf	Ndnf-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E8_AD008	0.009144779330336361	0.7474594998138007	4435609	62418524	0.005416463628903235	299019	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E8_AD010	0.005846689336445675	0.7594819283530708	5043052	71957052	0.004549444458348048	316846	OPC	OPC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E8_AD012	0.012621994791947309	0.740050128590559	3266379	45667557	0.008867509285919327	235862	Endo	Endo-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E9_AD001	0.02891352008099876	0.7418391687568663	4043684	56146031	0.008729153910200002	335122	L2/3	L2/3-4
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E9_AD002	0.035831505913690866	0.7990764560026785	4331394	62201195	0.008232013022246338	282434	Ndnf	Ndnf-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E9_AD004	0.007537994298731477	0.7576999743474366	5059241	70903411	0.004422668894021842	356654	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E9_AD006	0.05716812827936502	0.8157090519540023	5010589	71080466	0.011688082075517156	337521	Pvalb	Pvalb-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E9_AD007	0.014308996372496994	0.7506311853008811	4755464	65796003	0.008487246195494874	327671	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E9_AD008	0.007566009686469054	0.746408870500662	4250252	58893869	0.004957314942330479	295354	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E9_AD010	0.007421680998466751	0.7556520540209798	5071080	70398651	0.004353491733998479	341090	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E9_AD012	0.00689570513088595	0.7254300468449856	5150447	72723650	0.00495391781537184	329321	Endo	Endo-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F10_AD004	0.0823369813183949	0.7951681586955035	4319281	61262656	0.01848889074427428	332440	L5	L5-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F10_AD006	0.007549813999190308	0.7436567739117297	5433642	74813835	0.004824545963190991	382702	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F10_AD008	0.031212696557689833	0.7868476649580197	5026803	70792548	0.008555907228115226	333179	Ndnf	Ndnf-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F10_AD010	0.006697477369728241	0.7357461186698722	4839684	67100333	0.004275772851404283	346144	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F11_AD004	0.007047909023442733	0.7583652758229927	4455384	63218609	0.004341196863673727	292024	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F11_AD006	0.007587524832962748	0.739491040659136	4670070	67416899	0.005243075876945698	275325	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F11_AD007	0.005816459321686575	0.7495080248792412	4734293	67407671	0.004206843118339452	272267	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F11_AD008	0.00843232798459331	0.7535501113159733	4357561	61189001	0.0048721400602621005	284320	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F11_AD010	0.004997805478188748	0.7048194604748705	4168857	59916934	0.004296350129810641	222489	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F12_AD001	0.005666395447341116	0.7273256524422915	1948233	29935116	0.005117826648144748	104319	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F12_AD002	0.017917793109928828	0.7606043005545987	2064787	30327387	0.005359849049336381	146510	Astro	Astro-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F12_AD004	0.004674369729008946	0.7199542209827263	2526115	37508313	0.004091675080244305	163360	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F12_AD006	0.009709117539918852	0.7527064792263845	2361029	35268375	0.006498881304816945	153205	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F12_AD007	0.006408754476174263	0.7385637778545863	2364596	35288076	0.004275736306485152	136475	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F12_AD008	0.007022763379042394	0.7563095536912428	2154095	31706034	0.004739266578646964	151378	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F12_AD010	0.004781529018059206	0.7545823413460307	2264123	33226769	0.0042788850713992455	139072	OPC	OPC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F12_AD012	0.006606678724778385	0.7579680642909773	2037617	29849908	0.004318446066900074	131639	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F1_AD001	0.007344284914644674	0.7400231386429389	4060580	58655740	0.005159377711768429	250401	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F1_AD002	0.006670871547141959	0.7437411372045958	4623064	65836710	0.004229105078046527	313943	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F1_AD004	0.007641462585814146	0.7541606909246011	4746345	65516638	0.005028788828716753	348570	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F1_AD006	0.006673840850888819	0.7570955346633802	4914277	71220418	0.004768924152972587	280593	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F1_AD008	0.00793929515735575	0.7403952346590926	3791865	53452455	0.005344478386709802	259893	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F1_AD010	0.006978525789727007	0.7406437440194179	4612315	64175402	0.004373943231640701	306059	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD002	0.04277160105053067	0.800295123319387	3947757	57164948	0.009440061304645416	263479	Vip	Vip-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD004	0.006341110551359242	0.7512101648758872	4277264	62557832	0.004800652547657685	250273	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD006	0.00539638448878646	0.7326562561523403	4484851	65209072	0.004144003984611326	276770	Endo	Endo-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD007	0.0058644302469242696	0.7480466049841015	3996683	57960842	0.004304502650436369	235566	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD008	0.015857762463234486	0.7318345358514443	3709126	52594743	0.011939141262316141	255009	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD012	0.007534488081341224	0.7558929888059522	4131213	58487872	0.0046552702784620386	279890	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F3_AD001	0.008717634469604841	0.7495703136610685	4141338	58823457	0.005019241245423574	252646	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F3_AD004	0.007369330847110729	0.7514357434351574	5511858	77373026	0.004880345514478726	323333	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F3_AD007	0.013964705618279926	0.7428729679806291	4932719	67727900	0.011298145852887301	329711	OPC	OPC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F3_AD008	0.00782910835880556	0.735747015724566	4600894	63488037	0.005069749217925621	320831	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F3_AD010	0.017945540247545085	0.762295639926033	5251343	71743327	0.005771397570482206	353489	Astro	Astro-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F4_AD004	0.007044295479312581	0.7557526909511673	4619588	65873227	0.004384022172311865	319847	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F4_AD006	0.012533869095327822	0.7664271567197362	4658971	65424041	0.005209977506168163	337617	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F4_AD007	0.0052113096301654085	0.7265497168630217	3445614	49894239	0.004023417412745085	202101	Endo	Endo-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F4_AD008	0.006888435696157227	0.748345270122268	4220276	59961571	0.0047859158287255465	294043	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F4_AD010	0.006461115996495959	0.7414490113729773	3787607	54485343	0.0042983108138761284	242405	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F5_AD001	0.00599381023330809	0.7402028496387031	3108303	45015521	0.004347308669380882	220587	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F5_AD002	0.017066118300028004	0.7659277390501996	3401580	50618328	0.005144192666634319	210154	Astro	Astro-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F5_AD008	0.05316139267215248	0.8037631434271627	2921886	42725051	0.011508931516207131	199796	Pvalb	Pvalb-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F5_AD010	0.023725550970430692	0.7919419661027217	3511342	49711948	0.006232657288226525	271993	Sst	Sst-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F5_AD012	0.006773420010343563	0.7415963709809955	3500659	51205891	0.004209680718760843	233239	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F6_AD002	0.08238900084908975	0.8156517145994634	3636249	53677622	0.02644502483466883	245627	Sst	Sst-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F6_AD004	0.030847451576119952	0.7690869725867329	4207565	60504524	0.024001434056487702	302775	OPC	OPC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F6_AD010	0.007299889729412682	0.7463928318564435	3910895	55769104	0.004602360779131763	285318	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD004	0.03834686036541893	0.8014942309240148	4099383	59040143	0.008588474428604874	283640	Pvalb	Pvalb-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD006	0.009483165655915572	0.7569823157217794	4573234	65345990	0.005505796771059046	317751	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD008	0.005508556824860949	0.7118234712921286	3983182	56843352	0.004947904688099415	253181	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD010	0.0070400463287150225	0.7566445677360176	3873648	54565363	0.004693083468839359	269071	ODC	ODC-2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD012	0.00582729162305087	0.7464818111524698	4003947	57152423	0.0042322267826182145	296509	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F8_AD002	0.007225170707198876	0.7429785505427722	4557872	64702943	0.004963037849341958	348351	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F8_AD006	0.007352114431540112	0.750601350814415	4384440	62914926	0.004291959849789864	290303	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F8_AD008	0.004982656015873942	0.7104436690571583	3932095	57083193	0.0044026835448545375	223632	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F8_AD010	0.015598507356862938	0.7609523784412626	4398789	63181278	0.005118739570401548	282094	Astro	Astro-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F9_AD006	0.006991755189726775	0.7422593812385553	5670508	79068066	0.004362008672729174	360971	ODC	ODC-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F9_AD007	0.004217841884202171	0.7575412563772425	5283881	72668261	0.003594632659742531	328137	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F9_AD008	0.005222509499666366	0.716447806099463	4789932	66819285	0.00460608054837136	260465	MG	MG-1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F9_AD012	0.008358197599419718	0.7596924864071247	5192044	71243818	0.004571395327241869	378842	ODC	ODC-1
